Date,INTC,SMTC,AWSL,MU,AMAT,ASML,NVDA,TXN,QCOM,AMD
19-10-2004,-0.763512532,-0.587236305,1.11119893,-0.654201042,-0.518528911,-0.588128794,-0.485291529,-0.706424346,-0.640656688,-0.215677177
20-10-2004,-0.761711378,-0.585791943,1.110045642,-0.654872355,-0.518633088,-0.588003055,-0.485125574,-0.705674094,-0.639883962,-0.210943916
21-10-2004,-0.759918874,-0.584382361,1.109395298,-0.655458992,-0.5187277,-0.587877148,-0.484955177,-0.704935996,-0.639148681,-0.206103713
22-10-2004,-0.758144555,-0.583018612,1.109207542,-0.655959616,-0.518813361,-0.587751836,-0.4847807,-0.704210959,-0.638455306,-0.201173903
25-10-2004,-0.756389405,-0.581685219,1.109402803,-0.656365479,-0.51888575,-0.587627253,-0.48460194,-0.703494485,-0.63778369,-0.196159682
26-10-2004,-0.754663858,-0.580387461,1.109958933,-0.656674435,-0.518943558,-0.587504024,-0.484419152,-0.702790051,-0.637123523,-0.191076904
27-10-2004,-0.752975439,-0.579117393,1.110858175,-0.656885689,-0.518985436,-0.587382438,-0.484233074,-0.702099635,-0.636462151,-0.185939648
28-10-2004,-0.751337516,-0.577884419,1.111857543,-0.657003221,-0.519012261,-0.587263226,-0.484044075,-0.701426226,-0.635803055,-0.180764711
29-10-2004,-0.749758455,-0.576700223,1.113046047,-0.657028907,-0.51902431,-0.587146975,-0.483852317,-0.700773938,-0.635145249,-0.175568823
01-11-2004,-0.748247754,-0.575569728,1.114417842,-0.656967346,-0.519021699,-0.587034113,-0.483657976,-0.700147554,-0.634487318,-0.170368677
02-11-2004,-0.746815045,-0.574499093,1.115971351,-0.656821456,-0.519004585,-0.586924768,-0.483461447,-0.699552572,-0.633819799,-0.165185433
03-11-2004,-0.74546387,-0.573489852,1.11773217,-0.65659213,-0.518975414,-0.586819118,-0.483263042,-0.698988759,-0.633133031,-0.160038092
04-11-2004,-0.744205389,-0.572546152,1.11966069,-0.656277201,-0.518935628,-0.586717843,-0.483063137,-0.698456559,-0.632418145,-0.154938193
05-11-2004,-0.743047314,-0.571672602,1.121621878,-0.655882822,-0.518886343,-0.586621536,-0.482862037,-0.69795991,-0.631661076,-0.149900426
08-11-2004,-0.742003352,-0.57088598,1.12351375,-0.655421081,-0.518830891,-0.586531023,-0.482660978,-0.697508927,-0.630860592,-0.14494915
09-11-2004,-0.74107501,-0.570194497,1.125314073,-0.654902381,-0.518770843,-0.586446857,-0.482460391,-0.697106038,-0.630018653,-0.140104971
10-11-2004,-0.740260838,-0.569599681,1.126980446,-0.6543325,-0.518706158,-0.586369074,-0.48226046,-0.696753346,-0.629137455,-0.135381135
11-11-2004,-0.739558691,-0.569090667,1.128462266,-0.653715146,-0.518635365,-0.586297426,-0.48206153,-0.696448087,-0.628215039,-0.130792841
12-11-2004,-0.738975251,-0.568681512,1.129735261,-0.653067715,-0.518562256,-0.58623246,-0.481864127,-0.696194993,-0.627261511,-0.126371709
15-11-2004,-0.738513529,-0.568384009,1.130759137,-0.652405183,-0.518489561,-0.58617466,-0.481668556,-0.695999384,-0.626279451,-0.122152437
16-11-2004,-0.738173058,-0.568201916,1.131474038,-0.651739503,-0.518422587,-0.586123961,-0.481475191,-0.695861062,-0.625274325,-0.11815946
17-11-2004,-0.73794822,-0.568130026,1.131797247,-0.651074821,-0.51836047,-0.586079674,-0.481284252,-0.695773504,-0.624243327,-0.114400194
18-11-2004,-0.737841104,-0.56818202,1.131704719,-0.65042844,-0.518308065,-0.586042145,-0.481096078,-0.695743472,-0.623196098,-0.110898548
19-11-2004,-0.737851363,-0.568361463,1.131081938,-0.649804351,-0.51826838,-0.586011195,-0.480910963,-0.695770386,-0.622135633,-0.107663881
22-11-2004,-0.737963742,-0.568654745,1.129885838,-0.649205871,-0.518239158,-0.585985999,-0.480729136,-0.695849137,-0.62105581,-0.104694217
23-11-2004,-0.738172577,-0.569060264,1.128168449,-0.648640088,-0.518223004,-0.585966252,-0.480551029,-0.69597711,-0.619962304,-0.101998166
24-11-2004,-0.738464416,-0.569575598,1.125861673,-0.648117199,-0.518220709,-0.585951522,-0.480376751,-0.696152495,-0.618860007,-0.099586597
26-11-2004,-0.738834142,-0.570197368,1.122991584,-0.647646035,-0.518233099,-0.585941264,-0.480206389,-0.696371419,-0.617751988,-0.097461463
29-11-2004,-0.739272789,-0.57092297,1.119455753,-0.647236941,-0.518261875,-0.585935142,-0.480040067,-0.696630207,-0.616640872,-0.095626006
30-11-2004,-0.739772734,-0.571755635,1.115261742,-0.646896674,-0.518307751,-0.585933008,-0.479877781,-0.696931904,-0.615536402,-0.094079904
01-12-2004,-0.740321181,-0.572690763,1.110389315,-0.646629569,-0.51837127,-0.58593411,-0.479719578,-0.697272757,-0.614446789,-0.092823448
02-12-2004,-0.740916322,-0.573739044,1.104802353,-0.646444705,-0.51845678,-0.585938566,-0.479565675,-0.697654596,-0.613391613,-0.0918709
03-12-2004,-0.741546308,-0.574893622,1.098426481,-0.646344979,-0.518563795,-0.585945884,-0.479416023,-0.698071364,-0.612388214,-0.091217752
06-12-2004,-0.742210546,-0.576159537,1.091138718,-0.646331398,-0.518695158,-0.585956214,-0.479270811,-0.698518998,-0.611444472,-0.090863339
07-12-2004,-0.742907179,-0.577530446,1.083067206,-0.646407614,-0.518850854,-0.585969094,-0.479130388,-0.698990012,-0.610562579,-0.090817695
08-12-2004,-0.743623728,-0.578998209,1.074191297,-0.64657217,-0.519028694,-0.585983632,-0.478994883,-0.699476653,-0.609743482,-0.091060157
09-12-2004,-0.74434683,-0.580545073,1.064556427,-0.646821346,-0.519225201,-0.585999006,-0.478864306,-0.699965055,-0.608985395,-0.091576384
10-12-2004,-0.74507103,-0.58217664,1.054193166,-0.647156804,-0.519440793,-0.586014569,-0.478738618,-0.700450503,-0.608292478,-0.092352153
13-12-2004,-0.745787921,-0.583891993,1.043281246,-0.647579409,-0.519674329,-0.586029631,-0.478617849,-0.700927702,-0.607669872,-0.093374442
14-12-2004,-0.746494544,-0.585683354,1.031937036,-0.648090899,-0.519923437,-0.58604418,-0.478501636,-0.701390211,-0.6071258,-0.094633822
15-12-2004,-0.7471915,-0.587543785,1.020068595,-0.648688185,-0.520186527,-0.58605762,-0.478389774,-0.701837543,-0.606669383,-0.096119453
16-12-2004,-0.747872631,-0.58947435,1.007653197,-0.649368464,-0.520462318,-0.586069533,-0.478282156,-0.702266182,-0.606306172,-0.097816207
17-12-2004,-0.748533569,-0.591471742,0.99477549,-0.650125686,-0.520747544,-0.586079341,-0.478178692,-0.702675079,-0.606036722,-0.099714136
20-12-2004,-0.749170814,-0.593531938,0.981553813,-0.650955131,-0.521039879,-0.586086638,-0.478078884,-0.703058243,-0.605867315,-0.101798914
21-12-2004,-0.7497807,-0.595643199,0.968218675,-0.65184893,-0.521338953,-0.58609087,-0.477982391,-0.703415627,-0.605801534,-0.104048617
22-12-2004,-0.750364764,-0.597811542,0.954792861,-0.652799702,-0.521642006,-0.58609192,-0.477888906,-0.703743409,-0.605846881,-0.106445282
23-12-2004,-0.750922194,-0.600038852,0.941214705,-0.653797399,-0.521949853,-0.586089511,-0.477798116,-0.704043406,-0.606009247,-0.108972443
27-12-2004,-0.751451031,-0.60232306,0.92745737,-0.654828111,-0.522261469,-0.586083301,-0.477709737,-0.704313081,-0.606290987,-0.111613997
28-12-2004,-0.751949303,-0.604658337,0.913491004,-0.655883558,-0.522572429,-0.586072951,-0.477623386,-0.704550977,-0.606684613,-0.114352011
29-12-2004,-0.75241082,-0.607039421,0.899367424,-0.656953069,-0.522880005,-0.586057909,-0.477538592,-0.704752648,-0.607189976,-0.117166975
30-12-2004,-0.752831263,-0.609455417,0.885131602,-0.658032104,-0.52318148,-0.586037848,-0.4774551,-0.704920817,-0.607804173,-0.120047333
31-12-2004,-0.753202429,-0.611911378,0.870787488,-0.659111251,-0.523473392,-0.586012445,-0.477372559,-0.70505555,-0.608525125,-0.122974223
03-01-2005,-0.75352933,-0.614418099,0.856428117,-0.660184322,-0.523754494,-0.585981624,-0.477291008,-0.705158867,-0.609351625,-0.125933175
04-01-2005,-0.753807776,-0.61695849,0.842088924,-0.661242534,-0.524020834,-0.585944829,-0.47721037,-0.705228558,-0.610281902,-0.128904414
05-01-2005,-0.754027867,-0.619483223,0.827720847,-0.662267907,-0.524266725,-0.58590113,-0.4771299,-0.705257102,-0.611310988,-0.131855496
06-01-2005,-0.754185268,-0.621971735,0.813320632,-0.663251036,-0.524488505,-0.585849999,-0.477049434,-0.705238037,-0.612437103,-0.134761284
07-01-2005,-0.75427845,-0.624420856,0.798911717,-0.664182124,-0.524683708,-0.585791158,-0.476968631,-0.70517014,-0.613660467,-0.137602333
10-01-2005,-0.754310219,-0.626823568,0.784475776,-0.665055482,-0.524851536,-0.585724398,-0.476887164,-0.705055874,-0.61497796,-0.140367188
11-01-2005,-0.75428321,-0.629174909,0.770044961,-0.665868604,-0.524991049,-0.585649928,-0.476804975,-0.704895051,-0.616384579,-0.143046714
12-01-2005,-0.754199469,-0.631472603,0.755693814,-0.666615256,-0.52510221,-0.585567474,-0.47672174,-0.704688061,-0.617876079,-0.145581093
13-01-2005,-0.754064145,-0.633715469,0.741507704,-0.667295318,-0.525187235,-0.585477601,-0.47663734,-0.704437373,-0.619445446,-0.147963071
14-01-2005,-0.75387402,-0.635880147,0.727582113,-0.667900547,-0.525244166,-0.585380397,-0.476551789,-0.704141025,-0.621080074,-0.150177539
18-01-2005,-0.753632553,-0.637971835,0.713991432,-0.668428888,-0.52527502,-0.58527646,-0.476465085,-0.703802463,-0.62277212,-0.152215736
19-01-2005,-0.753339092,-0.639990407,0.70078859,-0.668882241,-0.525281443,-0.585165962,-0.476377313,-0.703424104,-0.624514363,-0.154073508
20-01-2005,-0.752996806,-0.641937234,0.6879548,-0.669263052,-0.525263494,-0.585048986,-0.47628849,-0.703006382,-0.626284369,-0.155744538
21-01-2005,-0.752606376,-0.643803204,0.675438176,-0.669572151,-0.525222236,-0.584926023,-0.476198885,-0.702549031,-0.62805842,-0.157223467
24-01-2005,-0.752167258,-0.645581227,0.663238487,-0.669803957,-0.525157196,-0.584797632,-0.476108643,-0.70205102,-0.629830602,-0.15850228
25-01-2005,-0.751681179,-0.647269999,0.651326647,-0.669958462,-0.525069602,-0.584664121,-0.476017695,-0.701514259,-0.63158787,-0.159573698
26-01-2005,-0.751154533,-0.648872996,0.639679777,-0.67004253,-0.52496588,-0.584526378,-0.47592644,-0.700944455,-0.633324242,-0.160438327
27-01-2005,-0.750589199,-0.650395838,0.628342792,-0.670058123,-0.524850796,-0.584384924,-0.475835217,-0.70034973,-0.635035997,-0.161098464
28-01-2005,-0.749987428,-0.651842249,0.617274844,-0.670015158,-0.524729229,-0.584241122,-0.47574487,-0.699731445,-0.636712677,-0.161554571
31-01-2005,-0.749354621,-0.653215363,0.606464655,-0.669916539,-0.524602805,-0.584095518,-0.475655703,-0.699093785,-0.638350758,-0.161805076
01-02-2005,-0.748696052,-0.65452352,0.595926349,-0.669770584,-0.524473712,-0.583949035,-0.475568004,-0.698440113,-0.639952045,-0.161850451
02-02-2005,-0.748020662,-0.655778625,0.585676215,-0.669589116,-0.524348146,-0.58380234,-0.475482265,-0.697772776,-0.641507562,-0.161699053
03-02-2005,-0.747339459,-0.656990974,0.575659872,-0.669388154,-0.524230204,-0.583656289,-0.475399459,-0.6970964,-0.643011379,-0.161367478
04-02-2005,-0.74665459,-0.658164849,0.565909875,-0.669177613,-0.524122089,-0.58351129,-0.475319939,-0.696413122,-0.644459504,-0.160864145
07-02-2005,-0.745976043,-0.659321689,0.556418777,-0.668973073,-0.524029341,-0.583368575,-0.475244472,-0.695731518,-0.64585166,-0.160199878
08-02-2005,-0.745306324,-0.660466409,0.547162418,-0.668784644,-0.523954277,-0.583228624,-0.475173246,-0.695053534,-0.647177614,-0.159381739
09-02-2005,-0.744649406,-0.661603968,0.538131,-0.668619718,-0.523898839,-0.583091863,-0.475106609,-0.694381286,-0.648435894,-0.15841883
10-02-2005,-0.74401055,-0.662736434,0.529363844,-0.66848596,-0.52386303,-0.582958663,-0.475044583,-0.693714108,-0.649615436,-0.157326614
11-02-2005,-0.74339419,-0.663869294,0.520830434,-0.668389735,-0.523848398,-0.582829317,-0.474987551,-0.693054669,-0.650710567,-0.156116434
14-02-2005,-0.742808836,-0.66501738,0.51256495,-0.668341975,-0.523858213,-0.582704853,-0.474936061,-0.692409552,-0.651726151,-0.154797408
15-02-2005,-0.742261808,-0.666179351,0.504554586,-0.668348808,-0.523892344,-0.582586391,-0.474890067,-0.691782011,-0.652664318,-0.153379725
16-02-2005,-0.741761719,-0.667365498,0.496793022,-0.668420513,-0.523954787,-0.582474898,-0.474850007,-0.691178511,-0.653524412,-0.151875678
17-02-2005,-0.741310256,-0.668578128,0.489264955,-0.668564248,-0.524047707,-0.582370674,-0.474816141,-0.690602548,-0.654306712,-0.150303052
18-02-2005,-0.740906673,-0.669816779,0.48194645,-0.668783344,-0.524170925,-0.582274097,-0.474788594,-0.690054684,-0.655011957,-0.148676706
22-02-2005,-0.740568903,-0.671080631,0.474828697,-0.669082309,-0.524324087,-0.582185271,-0.474768425,-0.689534527,-0.655638299,-0.147002969
23-02-2005,-0.740291999,-0.672369268,0.467948705,-0.669464509,-0.524504967,-0.582104362,-0.474755572,-0.689040345,-0.656183883,-0.145286142
24-02-2005,-0.740078694,-0.673689641,0.461289003,-0.669931567,-0.52471444,-0.582032035,-0.474749899,-0.688574951,-0.656656758,-0.143543213
25-02-2005,-0.73993471,-0.675047341,0.454789362,-0.670485088,-0.524953752,-0.58196857,-0.474751589,-0.688140045,-0.65706292,-0.14179789
28-02-2005,-0.739866283,-0.676451912,0.448504027,-0.671126839,-0.525224113,-0.581914307,-0.474760692,-0.687742111,-0.657411474,-0.140060268
01-03-2005,-0.739874331,-0.677899113,0.442459439,-0.671852278,-0.525522108,-0.581868796,-0.474777211,-0.687381977,-0.657700487,-0.13833515
02-03-2005,-0.739962363,-0.679386558,0.436612286,-0.672657439,-0.525845442,-0.581832161,-0.474800923,-0.687060895,-0.657935694,-0.136631921
03-03-2005,-0.740124379,-0.680894297,0.431083742,-0.673532975,-0.526188688,-0.581803952,-0.474831258,-0.686776673,-0.658115549,-0.134960415
04-03-2005,-0.740356894,-0.682417469,0.425867078,-0.674470334,-0.526549918,-0.581783935,-0.474867837,-0.686526559,-0.658235021,-0.133326711
07-03-2005,-0.740662653,-0.683958147,0.420961753,-0.67546441,-0.526928177,-0.581772438,-0.474910527,-0.686317752,-0.658301463,-0.131741622
08-03-2005,-0.741044456,-0.685515506,0.416270524,-0.676511198,-0.527323192,-0.581769283,-0.474959143,-0.686150298,-0.658329942,-0.130216396
09-03-2005,-0.741498609,-0.687087638,0.411745869,-0.67760099,-0.5277319,-0.581774295,-0.475012897,-0.686018814,-0.658321908,-0.128761591
10-03-2005,-0.742021854,-0.688670556,0.407432535,-0.678728582,-0.528151722,-0.581787219,-0.475071176,-0.685922355,-0.658284564,-0.127388827
11-03-2005,-0.742609666,-0.690267638,0.403260402,-0.679882611,-0.528581998,-0.581808127,-0.475133513,-0.68586151,-0.658224915,-0.126102501
14-03-2005,-0.743251504,-0.691869075,0.399270406,-0.681053137,-0.529018289,-0.58183663,-0.475199388,-0.685831047,-0.658147553,-0.124905197
15-03-2005,-0.743944946,-0.693477377,0.3954263,-0.682234185,-0.529460359,-0.581872848,-0.475268598,-0.685830669,-0.658053592,-0.123807979
16-03-2005,-0.744678744,-0.695094624,0.391714996,-0.683416645,-0.529906144,-0.581916171,-0.475340598,-0.685855765,-0.657953376,-0.122816502
17-03-2005,-0.745439703,-0.696713856,0.388131732,-0.684592922,-0.530352659,-0.581966232,-0.475414749,-0.685901313,-0.657842131,-0.121934092
18-03-2005,-0.746222043,-0.698341293,0.38461125,-0.685758449,-0.530801177,-0.582023095,-0.475490507,-0.685969131,-0.657721204,-0.121170651
21-03-2005,-0.74701512,-0.699957693,0.381238784,-0.686900158,-0.531248349,-0.582086312,-0.475567148,-0.68605534,-0.657581723,-0.120522361
22-03-2005,-0.747809939,-0.70156348,0.378003952,-0.688007607,-0.531693357,-0.582155506,-0.475644343,-0.686155248,-0.657422433,-0.119986923
23-03-2005,-0.748588497,-0.703141451,0.374831628,-0.689069102,-0.532134191,-0.58223043,-0.475721152,-0.686261482,-0.657239533,-0.119556642
24-03-2005,-0.749350544,-0.704701672,0.371735696,-0.690080116,-0.532573187,-0.582311095,-0.475797281,-0.68637434,-0.657035879,-0.119239382
28-03-2005,-0.750086393,-0.706245449,0.368715604,-0.691037343,-0.533012485,-0.582397042,-0.475872318,-0.686494346,-0.656812991,-0.119040151
29-03-2005,-0.750792861,-0.707771009,0.365722056,-0.69193727,-0.53345061,-0.582488064,-0.475945654,-0.686618261,-0.656571675,-0.118949332
30-03-2005,-0.751460025,-0.709276088,0.362730073,-0.692779254,-0.53388684,-0.582583596,-0.476016694,-0.686747186,-0.656312812,-0.118966244
31-03-2005,-0.752083757,-0.710766981,0.359723531,-0.693560826,-0.534322446,-0.582683674,-0.476085024,-0.686881717,-0.656045535,-0.119094368
01-04-2005,-0.752650883,-0.712234601,0.356649395,-0.694276013,-0.534755076,-0.582787646,-0.476149842,-0.687018877,-0.655761818,-0.119327193
04-04-2005,-0.753149623,-0.713669459,0.353480086,-0.694920259,-0.535181247,-0.582894595,-0.476210537,-0.687151679,-0.655457245,-0.119664727
05-04-2005,-0.75357062,-0.715061372,0.35031322,-0.695484665,-0.535598924,-0.583003646,-0.47626647,-0.687270192,-0.655131389,-0.120093127
06-04-2005,-0.753910786,-0.7164066,0.347114011,-0.695965481,-0.536006104,-0.58311436,-0.476317078,-0.687370326,-0.654783525,-0.120599114
07-04-2005,-0.75416111,-0.717700235,0.343887808,-0.696359138,-0.536401974,-0.583226289,-0.476362096,-0.687447586,-0.654411719,-0.121177188
08-04-2005,-0.754318498,-0.7189414,0.340584268,-0.696668028,-0.536785259,-0.583339234,-0.476401433,-0.687500047,-0.654016729,-0.121821803
11-04-2005,-0.754371967,-0.720125396,0.337216465,-0.696894578,-0.537153634,-0.583452848,-0.47643471,-0.687525237,-0.653593259,-0.122533215
12-04-2005,-0.7543165,-0.721245769,0.333814688,-0.697042437,-0.53750681,-0.583566704,-0.476461546,-0.687520577,-0.653135079,-0.12330497
13-04-2005,-0.754150978,-0.722301684,0.330338316,-0.69711483,-0.53784426,-0.583680207,-0.476481784,-0.687483743,-0.652647042,-0.124131966
14-04-2005,-0.753869907,-0.723291634,0.326798944,-0.697112977,-0.538162667,-0.583791979,-0.476494956,-0.68741132,-0.65212106,-0.125001889
15-04-2005,-0.753469297,-0.724211888,0.323164321,-0.697037268,-0.538459583,-0.583901364,-0.476500818,-0.687301081,-0.651563569,-0.125903824
18-04-2005,-0.752942574,-0.725056671,0.319446444,-0.696886255,-0.538728023,-0.584007344,-0.476498824,-0.687148213,-0.650965262,-0.126814002
19-04-2005,-0.752289287,-0.7258215,0.31564396,-0.69666422,-0.538968713,-0.584109412,-0.476488768,-0.68695234,-0.650326121,-0.127715669
20-04-2005,-0.751513388,-0.726508562,0.311761456,-0.696380405,-0.539183691,-0.584207589,-0.476471033,-0.686722507,-0.649649201,-0.128600311
21-04-2005,-0.750616089,-0.727113531,0.30779423,-0.696036086,-0.53937095,-0.584301404,-0.476445317,-0.686458701,-0.648935299,-0.12944945
22-04-2005,-0.749604534,-0.727644727,0.303720546,-0.695638729,-0.539531013,-0.584390932,-0.476412089,-0.686164898,-0.648198238,-0.130252237
25-04-2005,-0.748477879,-0.728090585,0.299570462,-0.695186496,-0.539661322,-0.584475574,-0.476371024,-0.685839422,-0.647436935,-0.130989575
26-04-2005,-0.747238958,-0.728452019,0.295345142,-0.694688002,-0.539760818,-0.584554977,-0.476322397,-0.685485157,-0.646659838,-0.131649562
27-04-2005,-0.745892049,-0.728721968,0.291059196,-0.694148425,-0.539829107,-0.584628389,-0.476266174,-0.685099917,-0.645870262,-0.132217947
28-04-2005,-0.744443777,-0.728908375,0.286775256,-0.693572068,-0.539864318,-0.584695385,-0.476201931,-0.68468409,-0.645078178,-0.132676462
29-04-2005,-0.742896893,-0.729009077,0.28257652,-0.692965019,-0.539866978,-0.58475538,-0.476129709,-0.684238404,-0.644282324,-0.133014607
02-05-2005,-0.741262602,-0.729043048,0.2785276,-0.692337357,-0.539839338,-0.584808365,-0.476049688,-0.683768348,-0.643488846,-0.133227722
03-05-2005,-0.73954905,-0.729015513,0.274666201,-0.691695513,-0.539783417,-0.58485418,-0.475961858,-0.683275805,-0.642699725,-0.133308103
04-05-2005,-0.737762628,-0.728928782,0.271040947,-0.69104308,-0.539699015,-0.584892745,-0.475866356,-0.682758097,-0.641917527,-0.133247975
05-05-2005,-0.735912023,-0.72878654,0.267684002,-0.690387689,-0.539587697,-0.584923946,-0.475763611,-0.682218677,-0.641151673,-0.133041457
06-05-2005,-0.734005353,-0.728591904,0.264675964,-0.689729534,-0.539450577,-0.584947951,-0.475653983,-0.681661363,-0.640400972,-0.132680649
09-05-2005,-0.732055129,-0.728360153,0.26202467,-0.689075656,-0.539290244,-0.584964864,-0.475537675,-0.681091361,-0.639671998,-0.132162305
10-05-2005,-0.730069682,-0.728094806,0.259754995,-0.688430334,-0.539106386,-0.58497466,-0.475415067,-0.680508261,-0.638970268,-0.131477353
11-05-2005,-0.728058582,-0.727801696,0.257856873,-0.687796485,-0.538900761,-0.584977298,-0.475286136,-0.679911632,-0.638298597,-0.130624285
12-05-2005,-0.726028597,-0.727480151,0.25632969,-0.687177459,-0.53867426,-0.58497278,-0.475151004,-0.679304613,-0.637662591,-0.129602946
13-05-2005,-0.723988273,-0.727143459,0.255167057,-0.686578893,-0.538428745,-0.584961172,-0.475010247,-0.678691042,-0.637064982,-0.128410907
16-05-2005,-0.721950151,-0.726815881,0.254368481,-0.686006998,-0.538168721,-0.58494339,-0.474865228,-0.678074239,-0.636507638,-0.127051389
17-05-2005,-0.719922706,-0.726497967,0.253992631,-0.685458758,-0.537895363,-0.584919576,-0.474716073,-0.677456851,-0.635997238,-0.125522422
18-05-2005,-0.717914345,-0.726191476,0.254041765,-0.684937119,-0.537608156,-0.584889676,-0.474563365,-0.676841761,-0.635540257,-0.123840144
19-05-2005,-0.715931587,-0.725902742,0.254495938,-0.684439237,-0.537307133,-0.584853803,-0.474407421,-0.676227227,-0.635138446,-0.122010168
20-05-2005,-0.713977182,-0.725623538,0.255389634,-0.683954279,-0.536989937,-0.584811408,-0.474248632,-0.675607394,-0.63478972,-0.12003125
23-05-2005,-0.712060726,-0.725358386,0.25671958,-0.683479012,-0.536657558,-0.584762315,-0.474087471,-0.674982037,-0.634495867,-0.117907779
24-05-2005,-0.710188911,-0.725104441,0.258468276,-0.683008686,-0.536310027,-0.584706741,-0.473924481,-0.674345772,-0.634256784,-0.115644029
25-05-2005,-0.708373101,-0.724867774,0.260612083,-0.6825458,-0.535951808,-0.584644607,-0.473760328,-0.673698712,-0.634072603,-0.113246758
26-05-2005,-0.706616187,-0.724641405,0.263186044,-0.682081867,-0.53558139,-0.584575721,-0.473595015,-0.673038911,-0.633932522,-0.110717444
27-05-2005,-0.704922727,-0.724425837,0.266168325,-0.681616098,-0.535200398,-0.584500567,-0.473429183,-0.672365127,-0.633838246,-0.108062996
31-05-2005,-0.703295491,-0.724230033,0.269560781,-0.681145528,-0.5348095,-0.584419298,-0.473263226,-0.671677408,-0.633787496,-0.105293601
01-06-2005,-0.701731624,-0.724053009,0.27335062,-0.680663903,-0.534407103,-0.584331711,-0.473097277,-0.670973389,-0.6337737,-0.102420578
02-06-2005,-0.700235728,-0.723896001,0.277510444,-0.680171458,-0.533995279,-0.584238144,-0.472931855,-0.670254069,-0.633802239,-0.099459289
03-06-2005,-0.698811394,-0.72376088,0.281994364,-0.679666869,-0.53357477,-0.584139189,-0.472767364,-0.669518197,-0.633869646,-0.096423125
06-06-2005,-0.697455371,-0.723638967,0.286761107,-0.679145468,-0.533144072,-0.584034454,-0.472604166,-0.668763746,-0.633966133,-0.093320104
07-06-2005,-0.696164793,-0.723525841,0.291759116,-0.678600237,-0.532700497,-0.583923708,-0.472442516,-0.667985214,-0.634084604,-0.090158952
08-06-2005,-0.694935742,-0.723424159,0.296957704,-0.678028241,-0.532241432,-0.583806874,-0.472282551,-0.667179457,-0.634214982,-0.086954528
09-06-2005,-0.693767999,-0.723336032,0.302329961,-0.677427614,-0.531766598,-0.583684066,-0.472124432,-0.666346197,-0.634346278,-0.083718203
10-06-2005,-0.692674339,-0.723266918,0.307820517,-0.676801954,-0.531279594,-0.583555956,-0.471968941,-0.665485149,-0.634469529,-0.080469017
13-06-2005,-0.69164691,-0.723214833,0.313397556,-0.676148075,-0.530778121,-0.583422647,-0.471816402,-0.664593228,-0.634574946,-0.077214122
14-06-2005,-0.690685987,-0.723181369,0.319077305,-0.67546886,-0.530260792,-0.583284329,-0.471667434,-0.663672,-0.63466023,-0.07396775
15-06-2005,-0.689785617,-0.72316243,0.324735949,-0.674765374,-0.529725682,-0.583141508,-0.471521811,-0.662720007,-0.63471867,-0.070743139
16-06-2005,-0.688944776,-0.723156308,0.33021829,-0.674038238,-0.529170538,-0.582994493,-0.47138003,-0.661735341,-0.634740693,-0.067549232
17-06-2005,-0.688163777,-0.723168717,0.335461737,-0.67329053,-0.528596192,-0.582843904,-0.471242311,-0.660721149,-0.634723731,-0.06440267
20-06-2005,-0.687437579,-0.72319462,0.340469765,-0.67251794,-0.528001095,-0.582690325,-0.471108846,-0.659676051,-0.63465424,-0.061312482
21-06-2005,-0.686766057,-0.723237809,0.345265778,-0.671724058,-0.527386387,-0.582534474,-0.470980081,-0.658604577,-0.63453379,-0.058290049
22-06-2005,-0.686148024,-0.723301952,0.349812365,-0.67091178,-0.526752537,-0.582377012,-0.470856379,-0.657509889,-0.634357612,-0.055345519
23-06-2005,-0.685580733,-0.723391584,0.354099578,-0.670079559,-0.526100272,-0.582218473,-0.470737605,-0.6563938,-0.634116104,-0.052475348
24-06-2005,-0.685060149,-0.723505822,0.358068404,-0.669233359,-0.525430916,-0.582059181,-0.470623958,-0.655256847,-0.633799869,-0.049690579
27-06-2005,-0.684575596,-0.723631395,0.361622876,-0.668370838,-0.524742738,-0.58189879,-0.470514994,-0.65409924,-0.633405088,-0.046995929
28-06-2005,-0.684123868,-0.72376302,0.364722848,-0.667488679,-0.524033617,-0.581737588,-0.470410434,-0.652917877,-0.632927352,-0.044391423
29-06-2005,-0.683706077,-0.723894125,0.367318864,-0.666587397,-0.523305444,-0.581576057,-0.470310165,-0.651718182,-0.63235619,-0.041891954
30-06-2005,-0.683324353,-0.724030379,0.369452192,-0.665672985,-0.522560309,-0.58141485,-0.470213933,-0.6505037,-0.631690233,-0.039497672
01-07-2005,-0.682979953,-0.7241678,0.371063095,-0.664747507,-0.521799659,-0.581254111,-0.470121601,-0.649277023,-0.630927101,-0.037213367
05-07-2005,-0.682676153,-0.724298478,0.372144549,-0.663812097,-0.521025899,-0.581094369,-0.470032932,-0.648040403,-0.630069315,-0.035039884
06-07-2005,-0.682422777,-0.724425975,0.372673555,-0.662872817,-0.520243072,-0.580936134,-0.469947955,-0.646799495,-0.629113299,-0.032982864
07-07-2005,-0.682219793,-0.724557955,0.372687977,-0.661940084,-0.519453468,-0.580779999,-0.469866558,-0.645557514,-0.628056003,-0.031050292
08-07-2005,-0.682070962,-0.724699042,0.372167077,-0.661017827,-0.518661902,-0.580626615,-0.469788333,-0.644319184,-0.626900794,-0.029244382
11-07-2005,-0.681987757,-0.724864513,0.371117509,-0.660116666,-0.517875321,-0.580477012,-0.469713057,-0.643091275,-0.625656969,-0.027566171
